Success,Time,Epoch,Dataset
True,88,1,Full
True,54,1,Full
True,34,1,Full
True,83,1,Full
True,82,1,Full
True,16,1,Full
True,65,1,Full
True,81,1,Full
True,28,1,Full
True,24,1,Full
True,87,2,Full
True,58,2,Full
True,84,2,Full
True,33,2,Full
True,42,2,Full
True,28,2,Full
True,15,2,Full
True,19,2,Full
True,43,2,Full
True,31,2,Full
True,73,3,Full
True,38,3,Full
True,77,3,Full
True,32,3,Full
True,50,3,Full
True,44,3,Full
True,58,3,Full
True,47,3,Full
True,38,3,Full
True,32,3,Full
True,34,4,Full
True,73,4,Full
True,59,4,Full
True,60,4,Full
True,61,4,Full
True,48,4,Full
True,36,4,Full
True,77,4,Full
True,31,4,Full
True,48,4,Full
True,81,5,Full
True,15,5,Full
True,67,5,Full
True,87,5,Full
True,63,5,Full
True,67,5,Full
True,44,5,Full
True,40,5,Full
True,61,5,Full
True,77,5,Full
True,40,6,Full
True,62,6,Full
True,44,6,Full
True,18,6,Full
True,62,6,Full
True,57,6,Full
True,39,6,Full
True,58,6,Full
True,44,6,Full
True,43,6,Full
True,76,7,Full
True,73,7,Full
True,54,7,Full
True,26,7,Full
True,60,7,Full
True,108,7,Full
True,43,7,Full
True,40,7,Full
True,62,7,Full
True,52,7,Full
True,39,8,Full
True,34,8,Full
True,70,8,Full
True,39,8,Full
True,58,8,Full
True,69,8,Full
True,41,8,Full
True,32,8,Full
True,55,8,Full
True,61,8,Full
True,18,9,Full
True,35,9,Full
True,61,9,Full
True,79,9,Full
True,56,9,Full
True,47,9,Full
True,28,9,Full
True,69,9,Full
True,59,9,Full
True,79,9,Full
True,93,10,Full
True,65,10,Full
True,65,10,Full
True,41,10,Full
True,22,10,Full
True,74,10,Full
True,17,10,Full
True,57,10,Full
True,47,10,Full
True,58,10,Full
True,77,11,Full
True,52,11,Full
True,61,11,Full
True,27,11,Full
True,53,11,Full
True,13,11,Full
True,19,11,Full
True,58,11,Full
True,38,11,Full
True,49,11,Full
True,28,12,Full
True,40,12,Full
True,57,12,Full
True,39,12,Full
True,74,12,Full
True,41,12,Full
True,79,12,Full
True,65,12,Full
True,37,12,Full
True,88,12,Full
True,43,13,Full
True,32,13,Full
True,60,13,Full
True,68,13,Full
True,32,13,Full
True,13,13,Full
True,18,13,Full
True,79,13,Full
True,61,13,Full
True,31,13,Full
True,55,14,Full
True,25,14,Full
True,60,14,Full
True,35,14,Full
True,45,14,Full
True,46,14,Full
True,48,14,Full
True,38,14,Full
True,60,14,Full
True,21,14,Full
True,63,15,Full
True,55,15,Full
True,63,15,Full
True,71,15,Full
True,23,15,Full
True,70,15,Full
True,61,15,Full
True,44,15,Full
True,40,15,Full
True,51,15,Full
True,23,16,Full
True,68,16,Full
True,40,16,Full
True,41,16,Full
True,26,16,Full
True,59,16,Full
True,18,16,Full
True,44,16,Full
True,63,16,Full
True,39,16,Full
True,55,17,Full
True,48,17,Full
True,55,17,Full
True,59,17,Full
True,73,17,Full
True,53,17,Full
True,27,17,Full
True,93,17,Full
True,64,17,Full
True,44,17,Full
True,52,18,Full
True,40,18,Full
True,53,18,Full
True,52,18,Full
True,66,18,Full
True,33,18,Full
True,56,18,Full
True,22,18,Full
True,31,18,Full
True,23,18,Full
True,48,19,Full
True,29,19,Full
True,52,19,Full
True,56,19,Full
True,20,19,Full
True,31,19,Full
True,44,19,Full
True,34,19,Full
True,55,19,Full
True,56,19,Full
True,48,20,Full
True,57,20,Full
True,67,20,Full
True,44,20,Full
True,59,20,Full
True,56,20,Full
True,16,20,Full
True,42,20,Full
True,63,20,Full
True,47,20,Full
True,26,21,Full
True,57,21,Full
True,54,21,Full
True,66,21,Full
True,31,21,Full
True,50,21,Full
True,85,21,Full
True,82,21,Full
True,74,21,Full
True,51,21,Full
True,20,22,Full
True,47,22,Full
True,75,22,Full
True,54,22,Full
True,19,22,Full
True,14,22,Full
True,37,22,Full
True,87,22,Full
True,34,22,Full
True,44,22,Full
True,34,23,Full
True,40,23,Full
True,34,23,Full
True,86,23,Full
True,58,23,Full
True,50,23,Full
True,25,23,Full
True,44,23,Full
True,76,23,Full
True,45,23,Full
True,38,24,Full
True,40,24,Full
True,52,24,Full
True,61,24,Full
True,65,24,Full
True,62,24,Full
True,50,24,Full
True,41,24,Full
True,63,24,Full
True,33,24,Full
True,64,25,Full
True,75,25,Full
True,27,25,Full
True,61,25,Full
True,52,25,Full
True,43,25,Full
True,58,25,Full
True,45,25,Full
True,41,25,Full
True,50,25,Full
True,80,26,Full
True,35,26,Full
True,52,26,Full
True,64,26,Full
True,64,26,Full
True,23,26,Full
True,42,26,Full
True,62,26,Full
True,101,26,Full
True,29,26,Full
True,51,27,Full
True,57,27,Full
True,30,27,Full
True,79,27,Full
True,88,27,Full
True,61,27,Full
True,78,27,Full
True,15,27,Full
True,50,27,Full
True,24,27,Full
True,24,28,Full
True,55,28,Full
True,67,28,Full
True,52,28,Full
True,42,28,Full
True,28,28,Full
True,79,28,Full
True,62,28,Full
True,47,28,Full
True,80,28,Full
True,56,29,Full
True,49,29,Full
True,36,29,Full
True,68,29,Full
True,38,29,Full
True,70,29,Full
True,46,29,Full
True,22,29,Full
True,64,29,Full
True,42,29,Full
True,42,30,Full
True,53,30,Full
True,61,30,Full
True,53,30,Full
True,85,30,Full
True,83,30,Full
True,48,30,Full
True,85,30,Full
True,26,30,Full
True,63,30,Full
True,39,31,Full
True,28,31,Full
True,56,31,Full
True,55,31,Full
True,29,31,Full
True,74,31,Full
True,50,31,Full
True,57,31,Full
True,20,31,Full
True,20,31,Full
True,43,32,Full
True,82,32,Full
True,52,32,Full
True,30,32,Full
True,71,32,Full
True,25,32,Full
True,63,32,Full
True,46,32,Full
True,65,32,Full
True,51,32,Full
True,52,33,Full
True,22,33,Full
True,27,33,Full
True,43,33,Full
True,75,33,Full
True,41,33,Full
True,26,33,Full
True,58,33,Full
True,34,33,Full
True,69,33,Full
True,61,34,Full
True,50,34,Full
True,48,34,Full
True,34,34,Full
True,77,34,Full
True,54,34,Full
True,21,34,Full
True,40,34,Full
True,81,34,Full
True,42,34,Full
True,58,35,Full
True,87,35,Full
True,79,35,Full
True,27,35,Full
True,57,35,Full
True,30,35,Full
True,96,35,Full
True,52,35,Full
True,24,35,Full
True,54,35,Full
True,39,36,Full
True,77,36,Full
True,40,36,Full
True,37,36,Full
True,38,36,Full
True,45,36,Full
True,57,36,Full
True,53,36,Full
True,37,36,Full
True,50,36,Full
True,72,37,Full
True,55,37,Full
True,43,37,Full
True,54,37,Full
True,29,37,Full
True,86,37,Full
True,92,37,Full
True,69,37,Full
True,53,37,Full
True,24,37,Full
True,52,38,Full
True,38,38,Full
True,27,38,Full
True,69,38,Full
True,71,38,Full
True,63,38,Full
True,43,38,Full
True,28,38,Full
True,84,38,Full
True,77,38,Full
True,41,39,Full
True,23,39,Full
True,46,39,Full
True,27,39,Full
True,35,39,Full
True,88,39,Full
True,47,39,Full
True,57,39,Full
True,27,39,Full
True,55,39,Full
True,59,40,Full
True,72,40,Full
True,29,40,Full
True,34,40,Full
True,27,40,Full
True,20,40,Full
True,50,40,Full
True,43,40,Full
True,71,40,Full
True,32,40,Full
True,63,41,Full
True,49,41,Full
True,53,41,Full
True,53,41,Full
True,99,41,Full
True,32,41,Full
True,55,41,Full
True,79,41,Full
True,15,41,Full
True,66,41,Full
True,78,42,Full
True,67,42,Full
True,47,42,Full
True,27,42,Full
True,56,42,Full
True,47,42,Full
True,87,42,Full
True,68,42,Full
True,56,42,Full
True,25,42,Full
True,43,43,Full
True,37,43,Full
True,26,43,Full
True,37,43,Full
True,47,43,Full
True,49,43,Full
True,34,43,Full
True,49,43,Full
True,19,43,Full
True,23,43,Full
True,23,44,Full
True,43,44,Full
True,22,44,Full
True,49,44,Full
True,60,44,Full
True,45,44,Full
True,26,44,Full
True,24,44,Full
True,26,44,Full
True,42,44,Full
True,45,45,Full
True,42,45,Full
True,88,45,Full
True,21,45,Full
True,14,45,Full
True,16,45,Full
True,41,45,Full
True,54,45,Full
True,63,45,Full
True,74,45,Full
True,45,46,Full
True,74,46,Full
True,47,46,Full
True,44,46,Full
True,91,46,Full
True,79,46,Full
True,44,46,Full
True,44,46,Full
True,21,46,Full
True,43,46,Full
True,62,47,Full
True,33,47,Full
True,35,47,Full
True,67,47,Full
True,57,47,Full
True,48,47,Full
True,43,47,Full
True,48,47,Full
True,36,47,Full
True,53,47,Full
True,28,48,Full
True,38,48,Full
True,72,48,Full
True,36,48,Full
True,72,48,Full
True,15,48,Full
True,80,48,Full
True,47,48,Full
True,30,48,Full
True,37,48,Full
False,500,49,Full
True,55,49,Full
True,14,49,Full
True,51,49,Full
True,44,49,Full
True,33,49,Full
True,74,49,Full
True,55,49,Full
True,32,49,Full
True,80,49,Full
True,32,50,Full
True,47,50,Full
True,74,50,Full
True,95,50,Full
True,47,50,Full
True,30,50,Full
True,26,50,Full
True,64,50,Full
True,29,50,Full
True,89,50,Full
True,67,1,Half
True,30,1,Half
True,37,1,Half
True,36,1,Half
True,52,1,Half
True,47,1,Half
True,42,1,Half
True,77,1,Half
True,45,1,Half
True,64,1,Half
True,75,2,Half
True,69,2,Half
False,500,2,Half
False,500,2,Half
True,49,2,Half
True,35,2,Half
True,48,2,Half
True,53,2,Half
True,58,2,Half
True,65,2,Half
True,68,3,Half
True,41,3,Half
True,56,3,Half
True,41,3,Half
True,50,3,Half
True,24,3,Half
True,30,3,Half
True,52,3,Half
True,96,3,Half
True,85,3,Half
True,45,4,Half
True,39,4,Half
True,46,4,Half
True,47,4,Half
True,82,4,Half
True,47,4,Half
True,43,4,Half
True,78,4,Half
True,39,4,Half
True,19,4,Half
True,85,5,Half
True,28,5,Half
True,79,5,Half
True,35,5,Half
True,61,5,Half
True,33,5,Half
True,17,5,Half
True,34,5,Half
True,75,5,Half
True,16,5,Half
True,58,6,Half
True,26,6,Half
True,67,6,Half
True,24,6,Half
True,53,6,Half
True,66,6,Half
True,51,6,Half
True,61,6,Half
True,76,6,Half
True,43,6,Half
True,46,7,Half
True,40,7,Half
True,33,7,Half
True,44,7,Half
True,59,7,Half
True,56,7,Half
True,35,7,Half
True,77,7,Half
True,78,7,Half
True,75,7,Half
True,32,8,Half
True,58,8,Half
True,26,8,Half
True,75,8,Half
True,34,8,Half
True,31,8,Half
True,26,8,Half
True,38,8,Half
True,45,8,Half
True,67,8,Half
True,86,9,Half
True,79,9,Half
True,99,9,Half
True,46,9,Half
True,39,9,Half
True,74,9,Half
True,19,9,Half
True,40,9,Half
True,66,9,Half
True,39,9,Half
True,64,10,Half
True,50,10,Half
True,33,10,Half
True,21,10,Half
True,45,10,Half
True,48,10,Half
True,54,10,Half
True,52,10,Half
True,40,10,Half
True,45,10,Half
True,61,11,Half
True,33,11,Half
True,45,11,Half
True,56,11,Half
True,37,11,Half
True,54,11,Half
True,64,11,Half
True,39,11,Half
True,95,11,Half
True,33,11,Half
True,46,12,Half
True,29,12,Half
True,29,12,Half
True,22,12,Half
True,41,12,Half
True,57,12,Half
True,41,12,Half
True,33,12,Half
True,80,12,Half
True,24,12,Half
True,48,13,Half
True,49,13,Half
True,58,13,Half
True,39,13,Half
True,53,13,Half
True,39,13,Half
True,35,13,Half
True,63,13,Half
True,38,13,Half
True,27,13,Half
True,54,14,Half
True,39,14,Half
True,54,14,Half
True,34,14,Half
True,35,14,Half
True,21,14,Half
True,41,14,Half
True,45,14,Half
True,30,14,Half
True,26,14,Half
True,70,15,Half
True,37,15,Half
True,103,15,Half
True,60,15,Half
True,34,15,Half
True,48,15,Half
True,55,15,Half
True,68,15,Half
True,62,15,Half
True,58,15,Half
True,41,16,Half
True,21,16,Half
True,37,16,Half
True,69,16,Half
True,46,16,Half
True,43,16,Half
True,49,16,Half
True,43,16,Half
True,38,16,Half
True,64,16,Half
True,63,17,Half
True,65,17,Half
True,45,17,Half
True,35,17,Half
True,48,17,Half
True,31,17,Half
True,27,17,Half
True,16,17,Half
True,46,17,Half
True,91,17,Half
True,45,18,Half
True,51,18,Half
True,57,18,Half
True,27,18,Half
True,70,18,Half
True,66,18,Half
True,77,18,Half
True,60,18,Half
True,78,18,Half
True,59,18,Half
True,67,19,Half
True,55,19,Half
True,88,19,Half
True,15,19,Half
True,67,19,Half
True,42,19,Half
True,64,19,Half
True,82,19,Half
True,81,19,Half
True,47,19,Half
True,36,20,Half
True,54,20,Half
True,51,20,Half
True,71,20,Half
True,77,20,Half
True,59,20,Half
True,45,20,Half
True,69,20,Half
True,91,20,Half
True,41,20,Half
True,31,21,Half
True,43,21,Half
True,28,21,Half
True,35,21,Half
True,46,21,Half
True,45,21,Half
True,74,21,Half
True,43,21,Half
True,48,21,Half
True,50,21,Half
True,53,22,Half
True,60,22,Half
True,13,22,Half
True,13,22,Half
True,59,22,Half
True,18,22,Half
True,16,22,Half
True,43,22,Half
True,63,22,Half
True,42,22,Half
True,82,23,Half
True,33,23,Half
True,69,23,Half
True,38,23,Half
True,54,23,Half
True,37,23,Half
True,28,23,Half
True,65,23,Half
True,18,23,Half
True,22,23,Half
True,40,24,Half
True,39,24,Half
True,37,24,Half
True,27,24,Half
True,54,24,Half
True,61,24,Half
True,63,24,Half
True,83,24,Half
True,42,24,Half
True,23,24,Half
True,76,25,Half
True,26,25,Half
True,100,25,Half
True,38,25,Half
True,46,25,Half
True,89,25,Half
True,70,25,Half
True,42,25,Half
True,81,25,Half
True,54,25,Half
True,44,26,Half
True,66,26,Half
True,69,26,Half
True,30,26,Half
True,66,26,Half
True,49,26,Half
True,58,26,Half
True,106,26,Half
True,53,26,Half
True,46,26,Half
True,53,27,Half
True,31,27,Half
True,48,27,Half
True,48,27,Half
True,35,27,Half
True,42,27,Half
True,41,27,Half
True,43,27,Half
True,49,27,Half
True,69,27,Half
True,16,28,Half
True,15,28,Half
True,95,28,Half
True,28,28,Half
True,31,28,Half
True,32,28,Half
True,83,28,Half
True,69,28,Half
True,60,28,Half
True,32,28,Half
True,84,29,Half
True,61,29,Half
True,64,29,Half
True,46,29,Half
True,82,29,Half
True,58,29,Half
True,79,29,Half
True,36,29,Half
True,62,29,Half
True,25,29,Half
True,37,30,Half
True,32,30,Half
True,38,30,Half
True,45,30,Half
True,63,30,Half
True,50,30,Half
True,15,30,Half
True,32,30,Half
True,24,30,Half
True,51,30,Half
True,68,31,Half
True,72,31,Half
True,25,31,Half
True,27,31,Half
True,35,31,Half
True,70,31,Half
True,73,31,Half
True,78,31,Half
True,46,31,Half
True,60,31,Half
True,86,32,Half
True,81,32,Half
True,24,32,Half
True,72,32,Half
True,44,32,Half
True,49,32,Half
True,21,32,Half
True,38,32,Half
True,68,32,Half
True,74,32,Half
True,56,33,Half
True,59,33,Half
True,63,33,Half
True,49,33,Half
True,64,33,Half
True,48,33,Half
True,50,33,Half
True,38,33,Half
True,71,33,Half
True,84,33,Half
True,62,34,Half
True,49,34,Half
True,34,34,Half
True,37,34,Half
True,39,34,Half
True,50,34,Half
True,79,34,Half
True,32,34,Half
True,51,34,Half
True,23,34,Half
True,46,35,Half
True,14,35,Half
True,72,35,Half
True,28,35,Half
True,55,35,Half
True,42,35,Half
True,76,35,Half
True,21,35,Half
True,96,35,Half
True,31,35,Half
True,40,36,Half
True,44,36,Half
True,44,36,Half
True,50,36,Half
True,58,36,Half
True,76,36,Half
True,43,36,Half
True,33,36,Half
True,36,36,Half
True,77,36,Half
True,33,37,Half
True,28,37,Half
True,34,37,Half
True,20,37,Half
True,73,37,Half
True,49,37,Half
True,62,37,Half
True,49,37,Half
True,35,37,Half
True,68,37,Half
True,56,38,Half
True,25,38,Half
True,46,38,Half
True,42,38,Half
True,29,38,Half
True,49,38,Half
True,28,38,Half
True,79,38,Half
True,22,38,Half
True,58,38,Half
True,28,39,Half
True,53,39,Half
True,49,39,Half
True,52,39,Half
True,45,39,Half
True,36,39,Half
True,26,39,Half
True,36,39,Half
True,40,39,Half
True,75,39,Half
True,70,40,Half
True,47,40,Half
True,62,40,Half
True,44,40,Half
True,61,40,Half
True,63,40,Half
True,71,40,Half
True,24,40,Half
True,25,40,Half
True,36,40,Half
True,67,41,Half
True,80,41,Half
True,53,41,Half
True,66,41,Half
True,38,41,Half
True,53,41,Half
True,59,41,Half
True,47,41,Half
True,42,41,Half
True,20,41,Half
True,36,42,Half
True,61,42,Half
True,42,42,Half
True,43,42,Half
True,19,42,Half
True,73,42,Half
True,41,42,Half
True,80,42,Half
True,31,42,Half
True,25,42,Half
True,92,43,Half
True,43,43,Half
True,26,43,Half
True,61,43,Half
True,48,43,Half
True,45,43,Half
True,27,43,Half
True,50,43,Half
True,45,43,Half
True,78,43,Half
True,34,44,Half
True,45,44,Half
True,74,44,Half
True,80,44,Half
True,59,44,Half
True,61,44,Half
True,61,44,Half
True,73,44,Half
True,70,44,Half
True,43,44,Half
True,26,45,Half
True,40,45,Half
True,46,45,Half
True,71,45,Half
True,59,45,Half
True,60,45,Half
True,35,45,Half
True,64,45,Half
True,46,45,Half
True,75,45,Half
True,83,46,Half
True,21,46,Half
True,37,46,Half
True,37,46,Half
True,86,46,Half
True,39,46,Half
True,65,46,Half
True,68,46,Half
True,56,46,Half
True,71,46,Half
True,75,47,Half
True,60,47,Half
True,33,47,Half
True,55,47,Half
True,87,47,Half
True,63,47,Half
True,77,47,Half
True,31,47,Half
True,48,47,Half
True,40,47,Half
True,20,48,Half
True,73,48,Half
True,65,48,Half
True,43,48,Half
True,49,48,Half
True,39,48,Half
True,68,48,Half
True,51,48,Half
True,35,48,Half
True,31,48,Half
True,78,49,Half
True,68,49,Half
True,90,49,Half
True,39,49,Half
True,49,49,Half
True,79,49,Half
True,66,49,Half
True,57,49,Half
True,65,49,Half
True,69,49,Half
True,70,50,Half
True,57,50,Half
True,36,50,Half
True,76,50,Half
True,75,50,Half
True,45,50,Half
True,82,50,Half
True,60,50,Half
True,40,50,Half
True,59,50,Half
True,35,1,Quarter
True,22,1,Quarter
True,41,1,Quarter
True,51,1,Quarter
True,34,1,Quarter
True,73,1,Quarter
True,38,1,Quarter
True,14,1,Quarter
True,65,1,Quarter
True,67,1,Quarter
True,65,2,Quarter
True,81,2,Quarter
True,62,2,Quarter
True,78,2,Quarter
True,48,2,Quarter
True,46,2,Quarter
True,26,2,Quarter
True,39,2,Quarter
True,56,2,Quarter
True,60,2,Quarter
True,14,3,Quarter
True,89,3,Quarter
True,37,3,Quarter
True,38,3,Quarter
True,29,3,Quarter
True,43,3,Quarter
True,50,3,Quarter
True,58,3,Quarter
True,61,3,Quarter
True,59,3,Quarter
True,54,4,Quarter
True,47,4,Quarter
True,38,4,Quarter
True,73,4,Quarter
True,68,4,Quarter
True,39,4,Quarter
True,34,4,Quarter
True,32,4,Quarter
True,28,4,Quarter
True,59,4,Quarter
True,33,5,Quarter
True,43,5,Quarter
True,69,5,Quarter
True,38,5,Quarter
True,35,5,Quarter
True,48,5,Quarter
True,52,5,Quarter
True,24,5,Quarter
True,51,5,Quarter
True,52,5,Quarter
True,35,6,Quarter
True,53,6,Quarter
True,53,6,Quarter
True,34,6,Quarter
True,95,6,Quarter
True,30,6,Quarter
True,34,6,Quarter
True,67,6,Quarter
True,57,6,Quarter
True,18,6,Quarter
True,22,7,Quarter
True,76,7,Quarter
True,85,7,Quarter
True,36,7,Quarter
True,47,7,Quarter
True,36,7,Quarter
True,68,7,Quarter
True,59,7,Quarter
True,73,7,Quarter
True,54,7,Quarter
True,78,8,Quarter
True,43,8,Quarter
True,101,8,Quarter
True,61,8,Quarter
True,45,8,Quarter
True,35,8,Quarter
True,41,8,Quarter
True,81,8,Quarter
True,68,8,Quarter
True,73,8,Quarter
True,21,9,Quarter
True,52,9,Quarter
True,59,9,Quarter
True,36,9,Quarter
True,34,9,Quarter
True,59,9,Quarter
True,16,9,Quarter
True,17,9,Quarter
True,20,9,Quarter
True,64,9,Quarter
False,500,10,Quarter
True,47,10,Quarter
True,80,10,Quarter
True,72,10,Quarter
True,59,10,Quarter
True,45,10,Quarter
True,52,10,Quarter
True,49,10,Quarter
True,72,10,Quarter
True,88,10,Quarter
True,34,11,Quarter
True,46,11,Quarter
True,55,11,Quarter
True,65,11,Quarter
True,37,11,Quarter
True,50,11,Quarter
True,71,11,Quarter
True,51,11,Quarter
True,45,11,Quarter
True,27,11,Quarter
True,26,12,Quarter
True,52,12,Quarter
True,24,12,Quarter
True,61,12,Quarter
True,46,12,Quarter
True,67,12,Quarter
True,27,12,Quarter
True,53,12,Quarter
True,28,12,Quarter
True,63,12,Quarter
True,42,13,Quarter
True,35,13,Quarter
True,51,13,Quarter
True,45,13,Quarter
True,67,13,Quarter
True,28,13,Quarter
True,63,13,Quarter
True,58,13,Quarter
True,16,13,Quarter
True,61,13,Quarter
True,47,14,Quarter
True,84,14,Quarter
True,57,14,Quarter
True,78,14,Quarter
True,55,14,Quarter
True,49,14,Quarter
True,103,14,Quarter
True,40,14,Quarter
True,23,14,Quarter
True,50,14,Quarter
True,61,15,Quarter
True,55,15,Quarter
True,54,15,Quarter
True,36,15,Quarter
True,33,15,Quarter
True,51,15,Quarter
True,27,15,Quarter
True,50,15,Quarter
True,64,15,Quarter
True,79,15,Quarter
True,76,16,Quarter
True,63,16,Quarter
True,56,16,Quarter
True,61,16,Quarter
True,53,16,Quarter
True,71,16,Quarter
True,52,16,Quarter
True,38,16,Quarter
True,54,16,Quarter
True,67,16,Quarter
True,39,17,Quarter
True,55,17,Quarter
True,40,17,Quarter
True,79,17,Quarter
True,62,17,Quarter
True,56,17,Quarter
True,39,17,Quarter
True,34,17,Quarter
True,51,17,Quarter
True,45,17,Quarter
True,69,18,Quarter
True,51,18,Quarter
True,57,18,Quarter
True,64,18,Quarter
True,52,18,Quarter
True,39,18,Quarter
True,16,18,Quarter
True,65,18,Quarter
True,26,18,Quarter
True,90,18,Quarter
True,25,19,Quarter
True,62,19,Quarter
True,31,19,Quarter
True,64,19,Quarter
True,31,19,Quarter
True,29,19,Quarter
True,62,19,Quarter
True,33,19,Quarter
True,62,19,Quarter
True,67,19,Quarter
True,32,20,Quarter
True,36,20,Quarter
True,60,20,Quarter
True,33,20,Quarter
True,88,20,Quarter
True,49,20,Quarter
True,16,20,Quarter
True,54,20,Quarter
True,30,20,Quarter
True,39,20,Quarter
True,31,21,Quarter
True,54,21,Quarter
True,29,21,Quarter
True,22,21,Quarter
True,18,21,Quarter
True,64,21,Quarter
True,47,21,Quarter
True,35,21,Quarter
True,59,21,Quarter
True,55,21,Quarter
True,39,22,Quarter
True,41,22,Quarter
True,43,22,Quarter
True,56,22,Quarter
True,45,22,Quarter
True,23,22,Quarter
True,39,22,Quarter
True,55,22,Quarter
True,60,22,Quarter
True,71,22,Quarter
True,29,23,Quarter
True,33,23,Quarter
True,68,23,Quarter
True,57,23,Quarter
True,63,23,Quarter
True,54,23,Quarter
True,57,23,Quarter
True,26,23,Quarter
True,39,23,Quarter
True,45,23,Quarter
True,58,24,Quarter
True,20,24,Quarter
True,52,24,Quarter
True,26,24,Quarter
True,45,24,Quarter
True,52,24,Quarter
True,69,24,Quarter
True,44,24,Quarter
True,40,24,Quarter
True,110,24,Quarter
True,32,25,Quarter
True,51,25,Quarter
True,52,25,Quarter
True,73,25,Quarter
True,24,25,Quarter
True,88,25,Quarter
True,23,25,Quarter
True,26,25,Quarter
True,14,25,Quarter
True,36,25,Quarter
True,37,26,Quarter
True,40,26,Quarter
True,59,26,Quarter
True,32,26,Quarter
True,57,26,Quarter
True,74,26,Quarter
True,69,26,Quarter
True,61,26,Quarter
True,42,26,Quarter
True,28,26,Quarter
True,56,27,Quarter
True,21,27,Quarter
True,46,27,Quarter
True,64,27,Quarter
True,92,27,Quarter
True,57,27,Quarter
True,29,27,Quarter
True,62,27,Quarter
True,30,27,Quarter
True,51,27,Quarter
True,31,28,Quarter
False,500,28,Quarter
True,73,28,Quarter
True,46,28,Quarter
True,61,28,Quarter
True,48,28,Quarter
True,45,28,Quarter
True,44,28,Quarter
True,73,28,Quarter
True,36,28,Quarter
True,55,29,Quarter
True,56,29,Quarter
True,26,29,Quarter
True,53,29,Quarter
True,46,29,Quarter
True,55,29,Quarter
True,44,29,Quarter
True,76,29,Quarter
True,19,29,Quarter
True,31,29,Quarter
True,40,30,Quarter
True,38,30,Quarter
True,52,30,Quarter
True,25,30,Quarter
True,74,30,Quarter
True,52,30,Quarter
True,31,30,Quarter
True,35,30,Quarter
True,20,30,Quarter
True,73,30,Quarter
True,88,31,Quarter
True,19,31,Quarter
True,82,31,Quarter
True,57,31,Quarter
True,85,31,Quarter
True,38,31,Quarter
True,29,31,Quarter
True,77,31,Quarter
True,66,31,Quarter
True,49,31,Quarter
True,21,32,Quarter
True,56,32,Quarter
True,57,32,Quarter
True,58,32,Quarter
True,59,32,Quarter
True,29,32,Quarter
True,55,32,Quarter
True,55,32,Quarter
True,61,32,Quarter
True,37,32,Quarter
True,50,33,Quarter
True,74,33,Quarter
True,31,33,Quarter
True,26,33,Quarter
True,27,33,Quarter
True,66,33,Quarter
True,49,33,Quarter
True,47,33,Quarter
True,52,33,Quarter
True,46,33,Quarter
True,51,34,Quarter
True,79,34,Quarter
True,38,34,Quarter
True,50,34,Quarter
True,36,34,Quarter
True,43,34,Quarter
True,22,34,Quarter
True,80,34,Quarter
True,25,34,Quarter
True,45,34,Quarter
True,37,35,Quarter
